zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,symbol,compensationAsOfEpochDate
11220,Energy,559.0,"PT Baramulti Suksessarana Tbk mines, trades in, and transports coal in Indonesia. The company holds interests in the PT Antang Gunung Meratus coal concession covering an area of approximately 22,433 hectares located in South Kalimantan; and the PT Baramulti Suksessarana coal concession totaling an area of approximately 2,459.8 hectares located in East Kalimantan. It exports coal to Cambodia, China, India, the Philippines, South Korea, and Thailand. The company was incorporated in 1990 and is headquartered in Jakarta, Indonesia. PT Baramulti Suksessarana Tbk is a subsidiary of PT Wahana Sentosa Cemerlang.",Jakarta,,Indonesia,https://www.bssr.co.id,86400,Sahid Sudirman Center,,Thermal Coal,56th Floor (Unit C & D) Jl. Jenderal Sudirman No. 86,BSSR.JK,
60271,Financial Services,3972.0,"PT Bank Pembangunan Daerah Jawa Timur Tbk provides various banking products and services in Indonesia. The company offers savings and current accounts, and fixed and time deposits; personal and productivity loans; and property construction loans, bank guarantees, checking accounts, investment loans, credit modal Kerja, syndicated loans, financing receivables loans, cash collateral credit, local government loans, and Bureau of Public Service Area loans. It also provides common foreign exchange, hedging forward contract, hedging swap, bank note, deposit on call, and documentation services. In addition, the company offers Sharia savings, deposit, and financing products and services; merchant relationship program; automated teller machines (ATM), Internet and mobile banking services; SMS banking services; virtual accounts; electronic government staff, debit cards, and prepaid cards; and foreign exchange transaction and remittance services. Further, it provides letters of credit; import tax and letter of credit undocumented affair services; bank guarantee forex services; safe deposit boxes; and money transfer and other banking services. As of December 31, 2021, the company operated 41 branches, 7 Sharia branches, 162 conventional sub branches, 10 Sharia sub-branches, 211 conventional cash offices, 2 Sharia cash offices, 248 payment points, 8 Sharia payment points, 195 Sharia service offices, 780 ATMs, 25 Sharia ATMs, 51 cash recycling machines, 7 Sharia cash recycling machines, 97 Cash ATM vehicles, and 7 Sharia cash ATM vehicles. PT Bank Pembangunan Daerah Jawa Timur Tbk was founded in 1961 and is headquartered in Surabaya, Indonesia.",Surabaya,62 31 531 0090,Indonesia,https://www.bankjatim.co.id,86400,Jalan Basuki Rachmat No 98 - 104,62 31 531 0838,Banks—Regional,,BJTM.JK,
10340,Communication Services,6452.0,"PT. Media Nusantara Citra Tbk operates as a media company in Indonesia. It operates through Television, Radio, Print Media, Content, and Advertising Agency segments. The company owns and operates national free-to-air televisions (TV), such as RCTI TV station that offers a range of programs, including drama series, box office movies, sports events, talent search shows, reality and music shows, anniversary and awards programs, and infotainment programs; MNCTV, which offers family drama series, animation, sports programs, and various shows; GTV that focuses on animation, variety shows, reality shows, game shows, and talent search programs; and iNews TV, which focuses on sports and other factual programs, as well as offers content library and talent management services. It also operates StarPro, which provides an infotainment channel on pay-TV platforms; Okezone.com, IDXChannel.com, and Sindonews.com news portals that serve Indonesian readers; RCTI+, an entertainment app; iNews.id, a news portal comprising national and regional news; Celebrities.id, a portal around celebrities and lifestyle; sportstars.id; StarHits, a digital creator network; ROOV, a radio streaming website; and eTV Mall, which allows TV viewers to purchase e-vouchers from advertisements on a TV program. The company was founded in 1987 and is headquartered in Jakarta Pusat, Indonesia. PT. Media Nusantara Citra Tbk is a subsidiary of PT Global Mediacom Tbk.",Jakarta Pusat,62 21 390 9211,Indonesia,https://www.mnc.co.id,86400,MNC Tower,62 21 392 7859,Advertising Agencies,Lantai 26 Jalan Kebon Sirih Kav. 17-19,MNCN.JK,
12950,Communication Services,901.0,"PT Link Net Tbk distributes television programs and high-speed Internet through its broadband communication network in Indonesia. The company offers Internet broadband services under the FastNet brand name; interactive Pay TV services under the HomeCable brand, which include educational programs, entertainment, news, music, lifestyle, box office, sports, kids, and house channels; and B2B corporate solutions and data services, data transfer, disaster recovery, storage area network, peering, inter-branch connection, and video streaming services under the DataComm brand. It also provides FirstMediaX, a TV anywhere over-the-top application; and communication system, network access point, telephony value added, trading, management consultancy, call center, and other multimedia services. It serves customers in the Jakarta, Bogor, Tangerang, Bekasi, Surabaya, Bali, Bandung, Medan, Batam, Solo, Semarang, Serang, and Cilegon areas of Indonesia. The company was formerly known as PT Seruling Indah Permai and changed its name to PT Link Net Tbk in March 2000. PT Link Net Tbk was founded in 1996 and is based in South Jakarta, Indonesia.",Jakarta Selatan,62 21 527 8811,Indonesia,https://www.linknet.co.id,86400,BeritaSatu Plaza Building,62 21 527 8833,Telecom Services,"4th Floor Jl. Jend. Gatot Subroto Kav. 35-36 Kuningan Timur, Setiabudi",LINK.JK,
15811,Consumer Cyclical,9319.0,"PT Matahari Department Store Tbk engages in the retail business in Indonesia. Its stores offer clothes, accessories, bags, shoes, cosmetics, homeware, and household appliances for men, women, and children. The company also provides management consulting services. As of December 31, 2021, it operated 139 stores. PT Matahari Department Store Tbk was founded in 1958 and is headquartered in Tangerang, Indonesia.",Tangerang,62 21 547 5333,Indonesia,https://www.matahari.co.id,86400,Menara Matahari,62 21 547 5232,Department Stores,15th Floor Jl. Bulevar Palem Raya No. 7 Lippo Village,LPPF.JK,
33121,Basic Materials,4567.0,"PT TIMAH Tbk engages in tin mining and smelting operations in Indonesia. The company operates through Tin Mining, Industry, Construction, Coal Mining, and Other segments. It offers Banka tin, Mentok tin, Banka low lead, and Kundur tin, as well as tin solder and chemical products; and non-tin products, such as coal, nickel, and quartz sand. The company is also involved in the provision of workshop, construction, shipping dockyard, real estate, health, transportation, engineering and ship repair, and marketing agency services, as well as in agriculture and trading activities. It also exports its products. The company was founded in 1976 and is headquartered in Bangka, Indonesia. PT TIMAH Tbk is a subsidiary of PT Indonesia Asahan Aluminium (Persero).",Bangka,62 717 425 8000,Indonesia,https://www.timah.com,86400,Jalan Jenderal Sudirman No. 51,62 717 425 8080,Other Industrial Metals & Mining,Pangkapinang Provinsi Kepulauan,TINS.JK,1640908800.0
13340,Industrials,5222.0,"PT Wijaya Karya (Persero) Tbk operates as an integrated construction company in Indonesia and internationally. The company's Infrastructure and Building segment provides civil construction services, such as general construction and infrastructure, including roads, bridges, harbors, airports, dams, buildings, and irrigation. Its Energy and Industrial Plant segment is involved in energy; engineering, procurement and construction; and field operations and maintenance of the power plants; and invests in electricity sector. The company's Industry segment produces precast concrete products, such as PC polishing, PC piles, railway sleeper CP, bridge concrete, sheet pile, PC pipes, RC box culvert, marine structure CP, HCS, PC cylinder, and rigid pavement fabricated; steel fabrication by producing steel construction products, aluminum casting, steel frame structure, conveyor, pipe rack, telecommunication tower, power transmission tower, steel frame bridge, steel tank, silo, hopper, pressure vessel, welded beam, and other steel plate work and aluminum casting and plastic injection; and offers bitumen, including granular and extraction asphalt. It's Realty and Property segment engages in the real estate, property services, condotel management, and other services, such as landed house, high-rise building, and industrial estate. PT Wijaya Karya (Persero) Tbk was founded in 1960 and is headquartered in Jakarta, Indonesia.",Jakarta Timur,62 21 806 79200,Indonesia,https://www.wika.co.id,86400,Jl D.I. Panjaitan Kav. 9-10,62 21 228 93830,Engineering & Construction,WIKA Tower 1 & 2,WIKA.JK,1577750400.0
17530,Basic Materials,3966.0,"PT Gunung Raja Paksi Tbk produces and sells steel products in Indonesia and internationally. It offers steel sheets and bars; hot rolled angles, H-beams, and wide flanges; hot rolled coils, steel plates, and coil plates; wire and expanded meshes, welded and wide flange beams, cold rolled coils, ERW pipes, lipped channels, spiral pipes, and drawn wires; and hollow sections and other products. The company was formerly known as PT Gunung Naga Mas and changed its name to PT Gunung Raja Paksi Tbk in 1991. PT Gunung Raja Paksi Tbk was founded in 1970 and is headquartered in Bekasi, Indonesia.",Bekasi,62 21 890 0111,Indonesia,https://www.gunungrajapaksi.com,86400,Jl. Perjuangan No. 8,62 21 890 0555,Steel,Kp.Tangsi RT. 004/006 Sukadanau Cikarang Barat,GGRP.JK,
12920,Utilities,783.0,"PT Cikarang Listrindo Tbk engages in the generation, marketing, distribution, and agency of electric power in Indonesia. The company owns and operates gas and coal-fired power plants with a total installed capacity of 1,144MW; and a transmission system of 150 kV. It serves approximately 2,527 customers in five industrial estates, including manufacturers in the automotive, electronics, plastic, food, chemical, data centers, consumer goods, heavy industry, and other sectors. The company was founded in 1991 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 522 8122,Indonesia,https://www.listrindo.com,86400,World Trade Centre 1,62 21 522 4440,Utilities—Independent Power Producers,17th Floor Jl. Jenderal Sudirman Kav. 29-31,POWR.JK,
74113,Consumer Defensive,10531.0,"PT Sawit Sumbermas Sarana Tbk, together with its subsidiaries, engages in the production and sale of crude palm oil, fresh fruit bunches, palm kernel oil, and palm kernel in Indonesia and internationally. The company operates 23 palm oil estates, 8 palm oil mills, and 1 biogas plant. It is also involved in the provision of consulting and trading services. The company was founded in 1995 and is headquartered in Pangkalan Bun, Indonesia. PT Sawit Sumbermas Sarana Tbk is a subsidiary of PT Citra Borneo Indah.",Pangkalan Bun,62 53 221 297,Indonesia,https://www.ssms.co.id,86400,Jalan H. Udan Said No. 47,62 53 221 396,Farm Products,,SSMS.JK,
61256,Consumer Defensive,2306.0,"PT Siantar Top Tbk, together with its subsidiaries, manufactures and sells snacks in Indonesia and internationally. It operates in two segments, Food Processing and Others. The company offers crackers, noodles, biscuits, and wafers products. It also exports its products in Asia, the Middle East, and Africa. The company was founded in 1972 and is headquartered in Sidoarjo, Indonesia. PT Siantar Top Tbk is a subsidiary of PT Shindo Tiara Tunggal.",Sidoarjo,62 31 866 7382,Indonesia,https://www.siantartop.co.id,86400,Jl. Tambak Sawah No. 21-23,62 31 866 7380,Packaged Foods,Waru,STTP.JK,
15811,Real Estate,15944.0,"PT Lippo Karawaci Tbk, together with its subsidiaries, provides property development services in Indonesia. It operates in three segments: Real Estate Development, Real Estate Management & Services, and Fund Management/Investments. The Real Estate Development segment is involved in the real estate activities, including urban development; development of facilities and its infrastructure; large scale integrated and infrastructure development projects, such as residential condominiums, commercial and entertainment areas, office space, and healthcare and education facilities; food business; and other investments. The Real Estate Management & Services segment develops and manages shopping center; operates hotels, recreation centers, and restaurants; provides health, town management, and water and sewage treatment services; and offers transportation and maintenance services. The Fund Management/Investments segment provides management services. The company provides financial, professional, scientific, and technical services; construction, transportation, trading, water management and treatment, wastewater management, waste management and recycling, parking, remediation, employment, and other supporting services, as well as hospital, clinic, health center, polyclinic, and other related services. In addition, it engages in investment, development, printing, agriculture, gardening, workshop, pharmaceutical wholesale, mining, computer programming, other management consulting, hotel management, township development, asset management, home care, and air installation activities. As of December 31, 2021, it operated 40 hospitals; 59 malls, including 49 leased and 10 strata-titled malls; and 10 hotels. The company was formerly known as PT Tunggal Reksakencana. PT Lippo Karawaci Tbk was founded in 1990 and is headquartered in Tangerang, Indonesia.",Tangerang,62 21 2566 9000,Indonesia,https://www.lippokarawaci.co.id,86400,Jalan Boulevard Palem Raya No. 7,62 21 2566 9098,Real Estate Services,Menara Matahari Lantai 22 Lippo Karawaci Central,LPKR.JK,
11470,Technology,3633.0,"PT Metrodata Electronics Tbk, together with its subsidiaries, engages in the information communication and technology (ICT) business in Indonesia and internationally. It operates in Distribution, and Solution and Consultation divisions. The Distribution division sells hardware and software, and basic peripherals, such as data storage devices, terminals, memory, and peripherals. The Solution and Consultation division provides maintenance services; sells hardware, system management software, middleware, server ware, and system level software; offers professional services for consultation, implementation, and training; and sells software products. It also offers business transformation solutions; assembly services in the computer field or wireless communication equipment area; system integration services; and software consultancy, as well as distributes information technology products and sells personal computer products. The company was founded in 1975 and is based in Jakarta, Indonesia.",Jakarta,62 21 2934 5888,Indonesia,https://www.metrodata.co.id,86400,APL Tower,62 21 2934 5899,Electronics & Computer Distribution,37th Floor Suite 3 Jalan Letjen S. Parman Kav. 28,MTDL.JK,
12190,Energy,225.0,"PT TBS Energi Utama Tbk, through its subsidiaries, engages in the coal mining, palm oil manufacturing, and power generation businesses in Indonesia and internationally. It owns interests in the Adimitra Baratama Nusantara mine covering an area of 2,990 hectares; the Trisensa Mineral Utama that covers an area of 3,414 hectares; and the Indomining mine covering an area of 683 hectares situated in Sangasanga, Kutai Kartanegara, East Kalimantan. The company also trades in coal; and wholesale and retail of vehicles. In addition, it has palm oil cultivation area totaling 8,633 hectares in Muara Jawa, Sangasanga, and Loa Janan District, Kutai Kartanegara Regency, East Kalimantan; and operates as an independent power producer. The company was formerly known as PT Toba Bara Sejahtra Tbk. The company was founded in 2007 and is headquartered in Jakarta, Indonesia. PT TBS Energi Utama Tbk is a subsidiary of Highland Strategic Holdings Pte. Ltd.",Jakarta,62 21 5020 0353,Indonesia,https://www.tobabara.com,86400,Treasury Tower,62 21 5020 0352,Thermal Coal,"Level 33 District 8, SCBD Lot 28 Jl. Jend Sudirman Kav. 52-53",TOBA.JK,
13930,Healthcare,2410.0,"PT Soho Global Health Tbk operates as a healthcare company in Indonesia. The company operates through Distribution, Professional Product, Consumer Health, Alliance, and Others segments. The company researches, develops, and markets specialty-focused medicines for use in the therapeutic areas of immunomodulator, respiratory, inflammation, and liver diseases; offers nonprescription brand products to treat and prevent diseases; and provides contract manufacturing services for various dosage forms, as well as distribution and logistics services. It also offers body defense, stamina and vitality, brain nutrient, eye health, skin care, weight management, and wellness products; sells and markets medical devices and medical equipment products in the areas of wound care, hospital general care, surgery, orthopedics, and in-vitro diagnostics; and provides product registration, marketing intelligence, sales, and marketing support services. The company was founded in 1946 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 4683 4411,Indonesia,https://www.sohoglobalhealth.com,86400,Jl. Rawa Sumur II Kav. BB No. 3,62 21 4683 4422,Medical Distribution,"Kawasan Industri Pulogadung Kelurahan Jatinegara Kecamatan Cakung, East Jakarta",SOHO.JK,
,Real Estate,453.0,"PT Puradelta Lestari Tbk engages in the real estate development business in Indonesia. It operates through Industrial, Residential, Commercial, Hotel, and Rental segments. The company sells commercial lots and commercial products, including shop houses; residential products, such as landed houses; and develops investment properties of rental factories and hotels, as well as provides clean water supply, waste water treatment, and estate management services comprising cleaning, security, repair and maintenance, and other services. It also develops and manages Kota Deltamas, an integrated township of 3,200 hectares consisting of industrial, residential, and commercial estates. The company operates 19 residential clusters, seven rental factory units, and one hotel. The company was incorporated in 1993 and is headquartered in West Jakarta, Indonesia. PT Puradelta Lestari Tbk is a subsidiary of PT Sumber Arusmulia.",Jakarta Barat,62 21 690 8684,Indonesia,https://www.deltamas.id,86400,Jl. Kali Besar Barat No. 8,62 21 690 7623,Real Estate—Development,Kel. Roa Malaka Kec. Tambora,DMAS.JK,
11240,Consumer Cyclical,3746.0,"PT Erajaya Swasembada Tbk engages in the import, distribution, and retail of mobile telecommunication products in Indonesia. It offers mobile phones and tablets, subscriber identity module cards, mobile network operator vouchers, accessories, Internet of Things devices, and Google Play gift cards; and computers and other electronic devices. The company also provides trades in medical equipment; and provides value added services, including mobile phones protection and handset leasing services. In addition, it engages in information technology system; management consulting; outsourcing; property businesses, as well as offers managing and customer relationship services. The company was founded in 1996 and is headquartered in West Jakarta, Indonesia. PT Erajaya Swasembada Tbk is a subsidiary of PT Eralink International.",Jakarta Barat,62 21 690 5788,Indonesia,https://www.erajaya.com,86400,Jalan Gedong Panjang No. 29-31,62 21 690 5789,Specialty Retail,Pekojan Tambora,ERAA.JK,
14350,Industrials,38.0,"PT Citra Marga Nusaphala Persada Tbk, together with its subsidiaries, constructs and operates toll roads in Indonesia. It engages in implementing and providing consultancy services in the field of management, investment, information technology and telecommunications, transportation, project development, property management, and real estate; as well as sells product components of highway construction. The company operates the Simpang Susun Waru - Juanda toll road in Surabaya; Depok - Antasari toll road in Jakarta; Soreang - Pasir Koja toll road; Cileunyi - Sumedang - Dawuan Toll Road, and Sumedang Dawuan toll road. It also provides trading, development, procurement, contract, industry, land management, and other services. The company was founded in 1987 and is headquartered in North Jakarta, Indonesia.",Jakarta Utara,62 21 6530 6930,Indonesia,https://www.citramarga.com,86400,Gedung Citra Marga,62 21 6530 6931,Infrastructure Operations,Jl. Yos Sudarso Kav. 28,CMNP.JK,
15412,Technology,216.0,"PT Indointernet Tbk. provides information and communication technology services and solutions in Indonesia. The company offers connectivity, network managed, data center, and cloud services. It also provides computer hardware and software consultation services, and management in other computer facilities; and trading services, as well as operates as a hosting service and Internet service provider. In addition, the company is involved in the resale of international transmission capacity in submarine cables. The company was founded in 1994 and is headquartered in Tangerang Selatan, Indonesia.",Tangerang Selatan,62 21 7388 2525,Indonesia,https://indonet.co.id,86400,Jl. Rempoa Raya No. 11,62 21 7388 2626,Information Technology Services,Ciputat,EDGE.JK,
12930,Energy,5271.0,"PT. Indika Energy Tbk, together with its subsidiaries, operates as an integrated energy company in Indonesia. The company operates through Energy Resources, Energy Services, Energy Infrastructure, and Other Portfolio Holdings segments. It produces coal; and undertakes surface coal mining at a 50,921 hectares concession in Paser Regency, East Kalimantan, Indonesia. The company also provides mining, engineering, procurement, construction, and offshore supply base services in the coal, and oil and gas sectors; operation, maintenance, and logistics services; and owns and operates 660 megawatt coal-fired power plant in Cirebon, West Java. In addition, it offers logistic and support services, including supply chain business process solution, warehousing and inventory management, transportation, port operation, and related services; ship docking integrated operations, management, logistics, maintenance, and portside services. Further, the company is involved in the investment, general trading, marketing, financing, coal and mineral trading, contracting, development, construction, real estate and trading, agriculture, printing, and workshop activities; and provision of renewable energy, EV mobility, nature-based solutions, as well as consultancy services for construction, industry, and infrastructure. Additionally, it provides transportation management, business and management consultancy, gold mining, information and communication, manpower, travelling agency, insurance, vehicle repair maintenance, rental and lease, waste management, and digital technology services, as well as professional, scientific, and technical services. The company was founded in 2000 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 2557 9888,Indonesia,https://www.indikaenergy.co.id,86400,Mitra Building,62 21 2557 9889,Thermal Coal,11th Floor Jl. Jenderal Gatot Subroto Kav. 21,INDY.JK,
10250,Financial Services,681.0,"PT Bank Bumi Arta Tbk provides banking products and services in Indonesia. The company provides savings, call, and term deposits; and business financing solutions, including account, fixed, demand, housing, car ownership, pension, term, multipurpose, export and import financing, and investment loans. In addition, it offers bank guarantee and payment services; ATM, and internet and mobile banking services; and other services, such as bank notes, corporate payroll, financial supply chain, and bank drafts. As of December 31, 2021, the company operated a network of 11 branches, 16 sub-branches, and 15 ATM machines in Indonesia. PT Bank Bumi Arta Tbk was founded in 1967 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 230 0893,Indonesia,https://www.bankbba.co.id,86400,Jl. Wahid Hasyim No. 234,62 21 230 3623,Banks—Regional,,BNBA.JK,
12930,Industrials,138.0,"PT M Cash Integrasi Tbk operates as a digital distribution company in Indonesia. It provides digital products and payment point online bank services; digital kiosk and locker services; MCAS App, an application-based platform that allows customers to meet their daily digital product needs; DIGIRESTO, a food ordering platform; cloud marketing and advertisement platform; prepaid toll payment application; unified payment system; GOWES, a bike sharing platform; cloud kitchen solution; AWD e-commerce hub; DIGISAHAM, a real time capital market information application based on whatsapp messenger; electric vehicles; audio visual technology; and Pedulilindungi, a whatsapp covid-19 tracking platform. It is also involved in the comics publishing, movie and TV series production, merchandise production and licensing; and operates restaurants. In addition, it provides supply chain, transportation and logistics, internet of things and artificial intelligence, media and entertainment, and financial and investment, as well as digital cloud advertising, digital product aggregator, software as a service, and clean energy products and services. The company also engages in the trading, construction, services, development, industry, printing, land transportation, mining, real estate, workshop, tourism, contracting, garment, electrical, mechanical, professional, scientific and technical, and agriculture activities; trading of telecommunication equipment and machineries; software publishing; household electrothermal equipment industry; retail trade through media for food, beverage, tobacco, chemical, pharmaceutical, cosmetic and laboratory equipment, computer consulting, and facility management activities; and equipment, telecommunication, e-commerce and other computer programming, and information technology activities. PT M Cash Integrasi Tbk was founded in 2010 and is based in South Jakarta, Indonesia.",Jakarta Selatan,62 21 8062 3767,Indonesia,https://www.mcash.id,86400,Gedung Mangkuluhur City Tower One,,Business Equipment & Supplies,"7th Floor, Suite 1 - 3 Jenderal Gatot Subroto Kavling 1 -3",MCAS.JK,
