zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,symbol,compensationAsOfEpochDate
60271,Consumer Defensive,4.0,"PT Wahana Pronatural Tbk trades in agriculture and marine products in Indonesia. It trades in dried seaweeds, cashew nuts, rice, corn, coffee, and soybeans. The company also manufactures and sells candies under various brands. In addition, the company engages in mining commodities, such as coal, asphalt rock, and nickel; industrial, transportation, and printing activities; and general contracting business. PT Wahana Pronatural Tbk was formerly known as PT Wahana Phonix Mandiri and changed its name to PT Wahana Pronatural Tbk in June 2012. The company was founded in 1979 and is headquartered in Surabaya, Indonesia.",Surabaya,62 31 535 2705,Indonesia,https://www.wapo.co.id,86400,Gedung Bumi Mandiri Tower II Lt.9 No.907,62 31 535 2704,Packaged Foods,Jl. Panglima Sudirman 66 - 68,WAPO.JK,
12510,Industrials,72.0,"PT Rig Tenders Indonesia Tbk provides marine logistics services for the oil and coal industry in Indonesia. It operates in two segments, Mining Commodities and Offshore. The Mining Commodities segment charters tugboats and barges to coal mining companies for the transportation of coal and other bulk aggregates. The Offshore segment charters supply vessels and accommodation work barges to upstream oil and gas companies for supporting their offshore operations. The company also offers catering, ship and crew management, and bunker services. As of June 30, 2021, it owned 36 tug boats, 7 self-discharging barges, and 20 barges. The company was incorporated in 1974 and is headquartered in Jakarta, Indonesia. PT Rig Tenders Indonesia Tbk is a subsidiary of Scomi Marine Services Pte Ltd. As of November 16, 2021, PT Rig Tenders Indonesia Tbk operates as a subsidiary of PT Surya Indah Muara Pantai.",Jakarta,62 21 2966 8488,Indonesia,https://rigtenders.co.id,86400,Gedung Tetra Pak Lantai 1,62 21 2966 8479,Marine Shipping,"Suite 104 Jalan Buncit Raya Kav 100 Pejaten Barat, Pasar Minggu",RIGS.JK,
12950,Basic Materials,254.0,"PT SLJ Global Tbk, together with its subsidiaries, engages in timber manufacturing, power, and logging businesses in the United States, Indonesia, East Asia, Europe, Australia, and Southeast Asia. It operates in two segments, Timber Manufacturing and Power Plant, and Logging. The company manages six natural forest concessions of 770,455 hectares; and operates a power plant with a total capacity of 22.5 megawatts. It is also involved in the plywood, medium density fiberboard, and mining businesses. The company was formerly known as PT Sumalindo Lestari Jaya Tbk and changed its name to PT SLJ Global Tbk in December 2012. PT SLJ Global Tbk was incorporated in 1980 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 576 1188,Indonesia,https://www.sljglobal.com,86400,Capital Place,62 21 577 1818,Lumber & Wood Production,"Floor 28 JL. Jend Gatot Subroto Kav. 18 West Kuningan District, Mampang Prapatan",SULI.JK,
12510,Energy,105.0,"PT Mitra International Resources Tbk, together with its subsidiaries, provides land transportation services in Indonesia. The company offers transportation services to automobile assembling industry; logistics and warehousing services, including handles loading and unloading of goods in warehouses; on shore and offshore support services for energy, oil, and gas sectors; and building management services, as well as industrial support services, as well as operates a mixer truck fleet for carrying out projects in Central Java and East Java. It also provides manufacturing services of various car body products, such as flat truck deck truck, dump truck, box, and wing box. As of December 31, 2020, the company operated 382 trucks. The company was formerly known as PT Mitra Rajasa and changed its name to PT Mitra International Resources Tbk in October 2009. PT Mitra International Resources Tbk was incorporated in 1979 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 867 1237,Indonesia,https://www.mitrarajasa.com,86400,Grha Mitra Building,,Oil & Gas Equipment & Services,Jalan Pejaten Barat No. 6 Pasar Minggu,MIRA.JK,
15570,Consumer Cyclical,227.0,"PT Megalestari Epack Sentosaraya Tbk engages in plastic packaging business in Indonesia. The company offers PET, metallized PET, PE, and BOPP; high barrier and recyclable; Matte, soft touch, and gloss finishes; laminates; and child resistant packaging, bottom and side gusset, lay flat, tear notche and hang hole, press to close zipper, and standing pouches. It serves the snacks, dried food, seasonings, fresh food, chilled and frozen food, coffee, tea and liquid bags, personal and home care, chemicals, and other specialty markets. The company was founded in 2013 and is headquartered in Tangerang, Indonesia. PT Megalestari Epack Sentosaraya Tbk is a subsidiary of ePac Flexibles Asia Pte. Ltd.",Tangerang,62 21 2966 7018,Indonesia,https://www.epack.co.id,86400,Pergudangan 19,62 21 2966 7099,Packaging & Containers,Blok A1 No.1 Pakuhaji,EPAC.JK,
10120,Financial Services,265.0,"PT Asuransi Dayin Mitra Tbk provides general insurance products and services. It operates through Fire, Marine Hull, Motor Vehicle, Accident, and Others segments. The company offers fire, motor vehicle, marine cargo, marine hull, aviation, money, personal accident, cyber risk, micro, and travel insurance products; heavy and movable equipment insurance; insurance coverage for financial institutions caused by theft, employee dishonesty, forgery, and property damage as a result from criminal act; and insurance cover for financial protection to the businesses and dwelling houses. It also provides engineering insurance, including contractor's all risks, erection all risks, machinery breakdown, electronic equipment, civil engineering completed risk, deterioration of stock, and boiler and pressure vessel insurance; and liability insurance, such as public, employer's, workmen compensation, comprehensive general, automobile, product, directors and officers, freight forwarder, and professional indemnity liability insurance. The company was incorporated in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Dayin Mitra Tbk is a subsidiary of PT Equity Development Investment Tbk.",Jakarta,62 21 8086 8888,Indonesia,https://www.asuransidayinmitra.com,86400,Wisma Hayam Wuruk,,Insurance—Property & Casualty,7th floor Jalan Hayam Wuruk No.8,ASDM.JK,
60162,Basic Materials,2043.0,"PT Indal Aluminium Industry Tbk manufactures and distributes aluminum products in Indonesia. The company operates in four segments: Manufacturing Industry, Construction Services, Software Services, and General Trading and Investments. It provides architectural products, such as curtain walls, doors, windows, and composite panels; electronic and precision parts, including heat sinks and precision parts; and ladder products comprising household, tradesmen, and heavy duty industrial ladders, as well as level arcs and planks. The company also offers other commodities, which include stainless steel water tanks; aluminum profiles for various parts of transportation, such as body and window frames of vans, trucks and other commercial vehicles, etc.; and aluminum-extruded products for office room partitions, as well as fabricates aluminum frames for showcases, picture frames, signage profiles, customized chairs, and tables, as well as aluminum solar frames and mounting systems. In addition, it provides constructing services for façade design, supply, and installation; sells, maintains, and repairs ERP software; invests in aluminum and coating industries; and manufactures paints, as well as trades in aluminium products such as stairs, water tanks, and aluminium profiles . The company also exports its products to Japan, Hong Kong, Thailand, Singapore, Australia, the United States, and other countries in Asia. PT Indal Aluminium Industry Tbk was founded in 1971 and is headquartered in Surabaya, Indonesia.",Surabaya,,Indonesia,https://www.indalcorp.com,86400,Jl. Kembang Jepun No. 38 - 40,,Aluminum,,INAI.JK,
14310,Consumer Defensive,61.0,"PT Dharma Samudera Fishing Industries Tbk, together with its subsidairies, engages in collecting, processing, marketing, and trading of fishing products in Indonesia. The company provides tuna, mahi-mahi, red and scarlet snapper, octopus, grouper, gold band snapper, cobia, kingfish, emperor, parrot fish, slipper lobster, whiting/KISU, red millet and emperor, cuttlefish, corvina, barramundi, squid, needlefish, red belly fusilier, milk fish, and ruby snapper products. It also exports its product. The company was founded in 1973 and is headquartered in Jakarta, Indonesia. PT Dharma Samudera Fishing Industries Tbk is a subsidiary of PT Marina Berkah Investama.",Jakarta,62 21 430 1001,Indonesia,https://www.dharmasamudera.id,86400,Jl. Laksamana R.E. Martadinata,62 21 430 3412,Farm Products,Tanjung Priok,DSFI.JK,
61254,Consumer Cyclical,496.0,"PT. Prima Alloy Steel Universal Tbk. engages in the manufacture and sale of aluminum alloy wheels in India. It primarily exports its products to Germany, Scandinavia, Japan, Australia, and the United States. The company was founded in 1984 and is based in Sidoarjo, Indonesia. PT. Prima Alloy Steel Universal Tbk. is a subsidiary of PT. Enmaru International.",Sidoarjo,62 31 853 7088,Indonesia,https://www.panther-wheels.net,86400,Jalan Muncul No. 1,62 31 853 1877,Auto Parts,Kecamatan Gedangan,PRAS.JK,
10220,Industrials,12.0,"PT Pelayaran Nasional Bina Buana Raya Tbk, a shipping company, provides marine logistics services in Indonesia. It operates in two segments, Tug and Barge Vessel, and Offshore Support Vessel. The company offers transportation services for various bulk mining materials, such as coal, granite, and sand for the transshipment or delivery through rivers and coastal routes. As of December 31, 2021, it owned 2.5 set of tugs and barges, 1 self-propelled barge, and 3 offshore support vessels. The company also charters its vessels to oil and gas companies. PT Pelayaran Nasional Bina Buana Raya Tbk was incorporated in 1998 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 2952 9461,Indonesia,https://www.bbr.co.id,86400,TCC Batavia Tower One,62 21 2952 9462,Marine Shipping,Suite 08-09 8th Floor Jalan KH. Mas Mansyur Kav. 126,BBRM.JK,
12210,Consumer Cyclical,172.0,"PT. Saraswati Griya Lestari Tbk operates in the field of hospitality in Indonesia. It operates in two segments, Hotel and Property. It operates hotels, condotels, and resorts. The company was founded in 2006 and is headquartered in South Jakarta, Indonesia. PT. Saraswati Griya Lestari Tbk is a subsidiary of PT Tiara Realty.",Jakarta Selatan,62 21 2567 5505,Indonesia,https://www.saraswatigriyalestari.com,86400,The Bellezza Shopping Arcade,62 21 2567 5572,Lodging,Suite 30-31 Jl. Letjen Soepeno No.34 Arteri Permata Hijau,HOTL.JK,
16151,Real Estate,18.0,"PT Cahayasakti Investindo Sukses Tbk engages in the real estate, furniture trading, and construction businesses. The company operates through three segments: Construction, Real Estate, and Others. It constructs residential, office, industrial, shopping, educational, lodging, entertainment and sports place, and other buildings, as well as highway, bridge and overpass, and railroad. The company also undertakes demolition; electronics installation; glass and aluminum installation; floor, wall, sanitary equipment, and ceiling; painting; and interior decoration works. In addition, it develops and sells land lots and building units; owns and leases tourism areas and industrial estates; and trades in furniture. The company was incorporated in 1995 and is headquartered in Bogor, Indonesia. PT Cahayasakti Investindo Sukses Tbk is a subsidiary of PT Andalan Utama Bintara.",Bogor,62 25 1866 6873,Indonesia,https://www.csis.co.id,86400,Kawasan Industri Olympic - Hall 6,62 25 1866 6875,Real Estate—Development,Jl. Kaum Sari No.1 Kedung Halang Talang,CSIS.JK,
12220,Healthcare,1086.0,"PT Millennium Pharmacon International Tbk engages in the distribution and trading of prescription and non-prescription medicines, dietary supplements, and medical devices in Indonesia. The company distributes its products through drug stores, pharmacies, hospitals, supermarkets, and retail shops. As of December 31, 2021, it operated 33 branch offices in Java, Bali, Sumatera, Kalimantan, and Sulawesi Islands. The company was formerly known as PT NVPD Soedarpo Corporation Tbk and changed its name to PT Millennium Pharmacon International Tbk in February 1990. The company was founded in 1952 and is headquartered in Jakarta Selatan, Indonesia. PT Millennium Pharmacon International Tbk is a subsidiary of Pharmaniaga International Corporation Sdn. Bhd.",Jakarta Selatan,62 21 270 85961,Indonesia,https://www.mpi-indonesia.co.id,86400,Crown Bungur Arteri,62 21 270 85958,Medical Distribution,"2-4th Floors Jl. Sultan Iskandar Muda No.18 Jl. Bungur No.1, Kebayoran Lama",SDPC.JK,
13910,Industrials,890.0,"PT Lion Metal Works Tbk manufactures and sells office equipment and steel fabricated products in Indonesia and internationally. It operates in two segments, Office Equipment and Building Material. The company offers office equipment and file storage equipment systems, such as filing cabinets, horizontal file cabinets, modular units, office chairs, office desks, mobile file systems, office panels, steel lockers and cupboards, workstations, and other office equipment; and safe and security equipment, including safes, fireproof safes, hotel bedroom safes, and safe deposit boxes. It also provides racking systems comprising heavy duty, medium duty, light duty, radio shuttle, and other racking systems; fireproof filling cabinets, fireproof safes, and security safes; and warehouse equipment consisting of utility, archive shelving, multitier, pallet, drive-in, and shuttle racks. In addition, the company offers building and construction materials, such as cable support systems, steel doors, fireproof doors, and steel roof structures for buildings; C-channel and related products; and hospital equipment. It sells its products through distributors, dealers, and suppliers, as well as through online store. The company was founded in 1972 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 460 0779,Indonesia,https://www.lionmetal.co.id,86400,"Jl. Raya Bekasi KM 24,5 Cakung",62 21 460 0785,Business Equipment & Supplies,,LION.JK,
15710,Industrials,64.0,"PT Harapan Duta Pertiwi manufactures body trucks. It offers wing box, self-loader, towing, tank, flat deck, logging, full box, chemical tank, fuel tank, asphalt tank, trailer, water gallon, dump, cargo, and crane trucks; concrete mixers; and tank, gas, and fuel trucks to carry liquids or gases. The company was founded in 2005 and is based in Tangerang, Indonesia.",Tangerang,62 21 5940 8707,Indonesia,https://hdp.co.id,86400,Kawasan Industri Kencana Alam,62 21 5940 8708,Metal Fabrication,"Jl. Raya Serang Km. 18.8 Kav. 23E Talaga, Kec. Cikupa",HOPE.JK,
17152,Basic Materials,512.0,"PT HK Metals Utama Tbk manufactures and trades in building and household materials in Indonesia. The company provides various products, including light steel, aluminium extrusions, PVC pipes, sanitary wares, household materials, and others. It also distributes aluminium. PT HK Metals Utama Tbk was founded in 1995 and is headquartered in Bekasi, Indonesia.",Bekasi,62 21 300 50888,Indonesia,https://www.hkmu.co.id,86400,Jalan Raya Narogong KM 12,,Building Materials,Pangkalan 2 Nomor 1 Cikiwul Bantar Gebang,HKMU.JK,
12870,Financial Services,39.0,"PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk operates as a sharia life insurance company in Indonesia. It provides individual life and health, term, combined dual purpose, sharia life, personal, and group life and health insurance products, as well as financing insurance products. The company was founded in 2014 and is headquartered in Jakarta Selatan, Indonesia. PT Asuransi Jiwa Syariah is a subsidiary of Kospin Jasa.",Jakarta Selatan,62 21 8247 0083,Indonesia,https://jmasyariah.com,86400,Graha Kospin JASA,62 21 8247 0086,Insurance—Life,Lt.5 Jl. Jend. Gatot Soebroto Kav. 1,JMAS.JK,
10220,Communication Services,175.0,"PT Arkadia Digital Media Tbk, together with its subsidiaries, operates as an independent and integrated digital media company in Indonesia. It operates Suara.com, a news portal; Matamata.com, a celebrity and entertainment portal; Bolatimes.com, a soccer and sports portal; and Hitekno.com, a technology and gadget portal. The company also operates Dewiku.com, a platform for females; Mobimoto.com, an automotive and motorsports portal; Guideku.com, a traveling, and food and beverage portal; and Himedik.com, a health and medical portal. In addition, it offers content for mobile phone subscribers through Arkadia Mobile; produces video content for government institutions and corporations; and event management services. The company was formerly known as PT Bukit Irama and changed its name to PT Arkadia Digital Media Tbk in February 2018. PT Arkadia Digital Media Tbk was founded in 2012 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 5010 1239,Indonesia,https://www.arkadiacorp.com,86400,Sahid Sudirman Center LT. 19 Unit B - C,62 21 724 1887,Internet Content & Information,Jl. Jend. Sudirman No. 86 RT/RW. 010/011 Karet Tengsin Tanah Abang,DIGI.JK,
15125,Industrials,216.0,"PT WEHA Transportasi Indonesia Tbk, together with its subsidiaries, provides passenger transportation services in Indonesia. The company operates in three segments: Tourism Bus Charter, Intercity Shuttle, and Others. It operates bus rental business under the White Horse Deluxe Coach (WHDC) brand for domestic and international corporate customers, school kid's shuttle, employee's shuttle, and weddings, as well as passenger transport services for funeral home. The company also provides intercity shuttle services on the Jakarta, Bandung, Yogyakarta, Semarang, Solo, Salatiga, Jepara, Klaten, and Surabaya routes under the Day Trans brand, as well as online booking services. In addition, it offers car rental services; and sightseeing tour services. The company was formerly known as PT Panorama Transportasi Tbk and changed its name to PT WEHA Transportasi Indonesia Tbk in June 2015. PT WEHA Transportasi Indonesia Tbk was founded in 2001 and is headquartered in Tangerang, Indonesia.",Tangerang,62 21 2967 5555,Indonesia,https://www.whitehorse.co.id,86400,Grha White Horse,62 21 2967 5005,Railroads,Jl. Husein Sastranegara No. 111 Rawa Bokor Benda,WEHA.JK,
